"feature","attr_importance"
"1","owner_occupied_housing_units_upper_value_quartile",0.295467260153596
"2","owner_occupied_housing_units_median_value",0.281475421101323
"3","owner_occupied_housing_units_lower_value_quartile",0.260665660916659
"4","renter_occupied_housing_units_paying_cash_median_gross_rent",0.232355441063311
"5","median_age",0.211184215405944
"6","median_rent",0.180791038492766
"7","percent_income_spent_on_rent",0.180138660925858
"8","vacant_housing_units",0.177890707184499
"9","income_per_capita",0.174753184173211
"10","employed_agriculture_forestry_fishing_hunting_mining",0.170879398205898
"11","commuters_by_subway_or_elevated",0.160476099269892
"12","commute_less_10_mins",0.156219147515269
"13","million_dollar_housing_units",0.1521048980534
"14","median_income",0.151074204237385
"15","vacant_housing_units_for_sale",0.14562761481083
"16","two_parents_in_labor_force_families_with_young_children",0.14484851296846
"17","commute_30_34_mins",0.144539258406148
"18","commute_5_9_mins",0.143264788243226
"19","commute_45_59_mins",0.142187333749404
"20","commuters_by_public_transportation",0.14115296637971
"21","commute_60_more_mins",0.140642254264377
"22","walked_to_work",0.139785568594096
"23","employed_manufacturing",0.139159802469534
"24","employed_wholesale_trade",0.138616155079796
"25","different_house_year_ago_same_city",0.138169987395229
"26","worked_at_home",0.138089105794829
"27","commute_90_more_mins",0.137796544089088
"28","households_retirement_income",0.13744209781787
"29","group_quarters",0.137182793461641
"30","commute_35_39_mins",0.136047807851781
"31","housing_built_1939_or_earlier",0.135476517107895
"32","employed_finance_insurance_real_estate",0.135245671097966
"33","two_parent_families_with_young_children",0.133982952248586
"34","white_male_45_54",0.133285836673738
"35","commute_35_44_mins",0.133074215339708
"36","black_including_hispanic",0.132679808889264
"37","masters_degree",0.132665444116511
"38","white_male_55_64",0.132617237253198
"39","black_pop",0.132290739382039
"40","male_65_to_66",0.131834819942084
"41","male_70_to_74",0.131786687927968
"42","female_65_to_66",0.131737190499088
"43","white_pop",0.131563729781697
"44","commute_25_29_mins",0.131502332028459
"45","in_grades_5_to_8",0.130001531580445
"46","three_cars",0.129499714012275
"47","female_85_and_over",0.129262042857771
"48","commuters_drove_alone",0.129060993492372
"49","dwellings_1_units_attached",0.128930577131178
"50","commute_40_44_mins",0.128745442340733
"51","commuters_by_bus",0.128591440574367
"52","black_male_45_54",0.128474084526427
"53","commute_20_24_mins",0.128180197471185
"54","male_45_64_graduate_degree",0.128063185104279
"55","black_male_55_64",0.128032848343844
"56","aggregate_travel_time_to_work",0.127426387727843
"57","employed_education_health_social",0.127193637461822
"58","employed_transportation_warehousing_utilities",0.127161929151027
"59","rent_under_10_percent",0.127059376784654
"60","male_5_to_9",0.126890509006624
"61","employed_science_management_admin_waste",0.126869164895809
"62","graduate_professional_degree",0.126289602555845
"63","male_22_to_24",0.125631580430253
"64","male_75_to_79",0.125590494900084
"65","male_male_households",0.125512937699264
"66","occupation_production_transportation_material",0.124635258385281
"67","female_62_to_64",0.124495634367673
"68","less_than_high_school_graduate",0.124013713586728
"69","commute_60_89_mins",0.123766219654042
"70","female_70_to_74",0.123592621308729
"71","mobile_homes",0.123575067859141
"72","management_business_sci_arts_employed",0.12352764702035
"73","occupation_management_arts",0.12352764702035
"74","male_under_5",0.123502365421128
"75","mortgaged_housing_units",0.123102429470548
"76","female_60_to_61",0.122902853621293
"77","employed_other_services_not_public_admin",0.122871259161964
"78","female_80_to_84",0.122647038915277
"79","income_200000_or_more",0.122325223145103
"80","income_45000_49999",0.12208148564195
"81","occupation_natural_resources_construction_maintenance",0.122021798378359
"82","male_85_and_over",0.121336351296721
"83","commute_15_19_mins",0.121159431496714
"84","associates_degree",0.120938978575861
"85","commuters_by_car_truck_van",0.120776841654854
"86","employed_construction",0.120449867568902
"87","female_67_to_69",0.120301639100193
"88","male_62_64",0.120262503830962
"89","female_under_5",0.120258045311064
"90","male_10_to_14",0.119810203886891
