"feature","attr_importance"
"1","children",0.767278071439691
"2","female_under_5",0.764546283238424
"3","families_with_young_children",0.763217256040523
"4","male_under_5",0.762834403107882
"5","male_pop",0.760952136897078
"6","in_school",0.759264907645875
"7","population_3_years_over",0.75615169493065
"8","female_30_to_34",0.755980931527825
"9","total_pop",0.75477372492142
"10","population_1_year_and_over",0.754042904365524
"11","in_grades_1_to_4",0.752405685495572
"12","pop_25_64",0.752352409787138
"13","in_grades_5_to_8",0.751900259212455
"14","male_30_to_34",0.751048806464362
"15","pop_16_over",0.750371705004331
"16","commuters_by_car_truck_van",0.750279083707799
"17","pop_determined_poverty_status",0.750108422884252
"18","female_pop",0.74946138888099
"19","in_grades_9_to_12",0.749283032142697
"20","female_10_to_14",0.747179565905085
"21","commuters_16_over",0.745907214743455
"22","male_25_to_29",0.7451949113834
"23","civilian_labor_force",0.745176071211895
"24","male_10_to_14",0.74509653064068
"25","pop_in_labor_force",0.744758036657062
"26","female_25_to_29",0.744355266585619
"27","commuters_drove_alone",0.744012673298076
"28","female_5_to_9",0.743693063165766
"29","pop_25_years_over",0.741393527504274
"30","workers_16_and_over",0.740241258052738
"31","male_5_to_9",0.740129708239253
"32","employed_pop",0.74012767656168
"33","households",0.739130245516673
"34","occupied_housing_units",0.739130245516673
"35","male_15_to_17",0.73888550895651
"36","female_15_to_17",0.738492801920374
"37","family_households",0.737810624086534
"38","male_35_to_39",0.737334051036003
"39","female_35_to_39",0.735637153085731
"40","male_40_to_44",0.731572486584869
"41","male_45_to_49",0.730823464005535
"42","occupation_sales_office",0.727547239718643
"43","sales_office_employed",0.727547239718643
"44","female_45_to_49",0.726899238488845
"45","male_50_to_54",0.726484411360054
"46","female_40_to_44",0.725590499295664
"47","female_22_to_24",0.725291844584548
"48","not_hispanic_pop",0.725112167556069
"49","male_45_to_64",0.724741675649414
"50","two_cars",0.723536959187357
"51","female_50_to_54",0.721105596819254
"52","married_households",0.720280765746057
"53","employed_education_health_social",0.719483557199751
"54","occupation_services",0.719380534305963
"55","male_22_to_24",0.719295122479117
"56","housing_units_renter_occupied",0.7189545986665
"57","one_year_more_college",0.71829066475066
"58","owner_occupied_housing_units",0.716420400383973
"59","two_parent_families_with_young_children",0.715645890186718
"60","some_college_and_associates_degree",0.714499866485153
"61","one_car",0.714431502083696
"62","commute_15_19_mins",0.714216653860364
"63","employed_retail_trade",0.709894321215353
"64","high_school_including_ged",0.707910925141683
"65","income_50000_59999",0.706339656982089
"66","male_55_to_59",0.706162400097962
"67","commute_10_14_mins",0.705586982594476
"68","income_60000_74999",0.704982857234689
"69","three_cars",0.704111335477659
"70","female_55_to_59",0.703675896766242
"71","not_in_labor_force",0.701965075556379
"72","management_business_sci_arts_employed",0.701677944097473
"73","occupation_management_arts",0.701677944097473
"74","occupation_production_transportation_material",0.701592832356164
"75","nonfamily_households",0.700937646140857
"76","housing_units",0.700141398239177
"77","white_including_hispanic",0.697286693962383
"78","high_school_diploma",0.697040030617999
"79","income_75000_99999",0.69488665882462
"80","commuters_by_carpool",0.694023586815281
"81","male_18_to_19",0.692617787180396
"82","income_45000_49999",0.692423263859843
"83","income_40000_44999",0.692363077820439
"84","employed_other_services_not_public_admin",0.691121944980066
"85","income_30000_34999",0.690433046262359
"86","income_35000_39999",0.69036901366946
"87","less_one_year_college",0.690144606966963
"88","two_parents_in_labor_force_families_with_young_children",0.690074635911982
"89","dwellings_1_units_detached",0.68919708548295
"90","mortgaged_housing_units",0.686968970249801
"91","income_25000_29999",0.685352424177011
"92","commute_20_24_mins",0.684249328939632
"93","female_18_to_19",0.681494256172421
"94","male_45_64_some_college",0.681128215351304
"95","one_parent_families_with_young_children",0.681035339245811
"96","aggregate_travel_time_to_work",0.680671156817408
"97","occupation_natural_resources_construction_maintenance",0.680613138280491
"98","female_60_to_61",0.680308515168703
"99","income_20000_24999",0.679732970894005
"100","rent_15_to_20_percent",0.678947787221465
"101","employed_transportation_warehousing_utilities",0.678684996068489
"102","male_62_64",0.678439289621291
"103","male_45_64_high_school",0.677608006318296
"104","in_undergrad_college",0.675588777965369
"105","different_house_year_ago_different_city",0.67523532862438
"106","children_in_single_female_hh",0.674611730142044
"107","female_62_to_64",0.673507412969158
"108","female_70_to_74",0.673172021075008
"109","bachelors_degree_or_higher_25_64",0.673095334129908
"110","female_75_to_79",0.6729420895187
"111","associates_degree",0.670310157068659
"112","white_pop",0.668634650772724
"113","employed_science_management_admin_waste",0.666857107134893
"114","rent_20_to_25_percent",0.666404959530321
"115","male_60_61",0.665996190792482
"116","female_65_to_66",0.664601639483071
"117","bachelors_degree_2",0.662608193655516
"118","bachelors_degree",0.662608193655516
"119","female_67_to_69",0.662592797966443
"120","income_100000_124999",0.662371720195162
"121","female_80_to_84",0.66225617500143
"122","income_15000_19999",0.661244300670586
"123","rent_10_to_15_percent",0.659134698469904
"124","employed_construction",0.65878716969996
"125","poverty",0.658705293002598
"126","rent_25_to_30_percent",0.65711015870732
"127","employed_arts_entertainment_recreation_accommodation_food",0.656925774764903
"128","white_male_45_54",0.656247030691888
"129","employed_finance_insurance_real_estate",0.655679597607643
"130","male_67_to_69",0.65269336451551
"131","male_65_to_66",0.65214976105622
"132","rent_over_50_percent",0.651668788587574
"133","unemployed_pop",0.651662897559374
"134","rent_30_to_35_percent",0.651229953036876
"135","male_75_to_79",0.649447293529557
"136","less_than_high_school_graduate",0.648874504797762
"137","male_70_to_74",0.648859212254763
"138","households_retirement_income",0.647339629810216
"139","commute_30_34_mins",0.645029262447221
"140","income_10000_14999",0.644889392967087
"141","masters_degree",0.644196284193761
"142","white_male_55_64",0.642488908374977
"143","four_more_cars",0.641617450895648
"144","graduate_professional_degree",0.641264115467559
"145","rent_40_to_50_percent",0.639242457320036
"146","male_20",0.636408838339195
"147","employed_wholesale_trade",0.635376586269557
"148","female_85_and_over",0.632956431909567
"149","female_20",0.632213268292881
"150","male_21",0.631308985383305
"151","households_public_asst_or_food_stamps",0.630913604866066
"152","two_parents_father_in_labor_force_families_with_young_children",0.630738595608687
"153","male_45_64_bachelors_degree",0.629558534592365
"154","commute_5_9_mins",0.627126490770029
"155","male_80_to_84",0.626880687756854
"156","income_125000_149999",0.626334642483048
"157","commute_25_29_mins",0.625089302985506
"158","no_cars",0.62501858277828
"159","income_less_10000",0.624855157770746
"160","rent_35_to_40_percent",0.62259794089082
"161","father_one_parent_families_with_young_children",0.618539239211625
"162","female_21",0.618310557731114
"163","employed_public_administration",0.617045339581332
"164","income_150000_199999",0.614711666864771
"165","employed_manufacturing",0.612938285616872
"166","male_45_64_grade_9_12",0.61091833228173
"167","father_in_labor_force_one_parent_families_with_young_children",0.609614914142289
"168","male_85_and_over",0.608628576038983
"169","commute_less_10_mins",0.606835288619253
"170","rent_under_10_percent",0.603841994908244
"171","male_45_64_associates_degree",0.600762258420242
"172","employed_information",0.600530572532445
"173","male_45_64_graduate_degree",0.59851157493625
"174","income_200000_or_more",0.598499975829677
"175","no_car",0.596420232540344
"176","dwellings_5_to_9_units",0.594232538425673
"177","housing_built_2000_to_2004",0.585003612760357
"178","rent_burden_not_computed",0.583414054583336
"179","commute_60_more_mins",0.582745044020551
"180","dwellings_3_to_4_units",0.581379294655693
"181","commute_45_59_mins",0.57852945667537
"182","commute_35_44_mins",0.5776629505119
"183","two_or_more_races_pop",0.576110341903026
"184","vacant_housing_units_for_rent",0.569506718115012
"185","asian_including_hispanic",0.568701172119501
"186","asian_pop",0.568686611577812
"187","different_house_year_ago_same_city",0.568504513474404
"188","commute_90_more_mins",0.568454116346741
"189","commute_40_44_mins",0.567928103826258
